year,country,city,pm25,pm10,no2,so2,co,o3,temperature_c,humidity,wind_kph,aqi,record_id,country_code,region,income_level,date,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,vector_disease_risk_score_log,month_sin,month_cos,heat_stress,pollution_burden,any_extreme_event,health_vulnerability,co2_production,gni_per_capita,hdi,life_expectancy
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2474,NGA,Africa,Lower-Middle,03-03-2019,3,9,9.08,8.67,206,24.97,0.71,116.5,2,0,0,2,81.6,126,88.0,36.4,39.0,26.9,25.2,34.4,2626,62.2,83.7,3.688879454,1.0,6.12e-17,49.94,16809.6,1,62.2,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2475,NGA,Africa,Lower-Middle,10-03-2019,3,10,9.08,8.67,206,24.58,-0.49,145.7,0,0,0,0,128.1,210,84.6,28.7,42.7,28.5,9.3,43.7,2626,64.3,93.8,3.777348102,1.0,6.12e-17,0.0,26388.6,0,59.2,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2476,NGA,Africa,Lower-Middle,17-03-2019,3,11,9.08,8.67,206,25.85,0.35,97.2,0,0,0,0,149.5,209,93.9,28.0,47.1,17.6,20.1,37.9,2626,70.1,91.2,3.873282177,1.0,6.12e-17,0.0,30797.0,0,64.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2477,NGA,Africa,Lower-Middle,24-03-2019,3,12,9.08,8.67,206,27.94,0.65,123.5,0,0,0,0,99.5,141,71.1,36.2,43.1,36.1,24.4,35.4,2626,72.7,83.7,3.786459782,1.0,6.12e-17,0.0,20497.0,0,60.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2478,NGA,Africa,Lower-Middle,31-03-2019,3,13,9.08,8.67,206,22.49,0.89,90.9,0,0,0,0,110.7,169,66.5,31.4,25.2,31.3,10.1,39.1,2626,68.8,82.4,3.265759411,1.0,6.12e-17,0.0,22804.2,0,55.56666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2479,NGA,Africa,Lower-Middle,07-04-2019,4,14,9.08,8.67,206,29.81,-0.65,183.2,1,0,0,1,77.3,102,64.6,25.4,58.2,24.2,28.0,40.1,2630,69.4,83.5,4.080921542,0.866025404,-0.5,29.81,15923.8,1,53.13333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2480,NGA,Africa,Lower-Middle,14-04-2019,4,15,9.08,8.67,206,27.07,0.19,96.7,0,0,0,0,95.1,119,93.8,28.8,56.0,35.5,14.9,37.7,2630,70.1,93.8,4.043051268,0.866025404,-0.5,0.0,19590.6,0,64.23333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2481,NGA,Africa,Lower-Middle,21-04-2019,4,16,9.08,8.67,206,29.33,0.05,122.8,0,0,0,0,99.3,128,71.6,29.2,51.9,25.2,28.6,33.6,2630,68.5,88.6,3.968403339,0.866025404,-0.5,0.0,20455.8,0,56.43333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2482,NGA,Africa,Lower-Middle,28-04-2019,4,17,9.08,8.67,206,24.6,0.55,165.9,0,0,0,0,99.2,110,82.1,27.5,58.3,16.3,7.0,37.4,2630,69.8,82.8,4.082609306,0.866025404,-0.5,0.0,20435.2,0,59.8,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2483,NGA,Africa,Lower-Middle,05-05-2019,5,18,9.08,8.67,206,28.14,0.08,85.5,2,0,0,2,126.4,164,90.0,32.8,54.3,24.5,31.6,36.2,2634,78.2,89.1,4.012772909,0.5,-0.866025404,56.28,26038.4,1,67.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2484,NGA,Africa,Lower-Middle,12-05-2019,5,19,9.08,8.67,206,27.06,0.11,132.8,0,0,0,0,132.6,175,103.3,25.6,57.4,29.4,16.0,33.7,2634,81.1,85.1,4.06731589,0.5,-0.866025404,0.0,27315.6,0,70.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2485,NGA,Africa,Lower-Middle,19-05-2019,5,20,9.08,8.67,206,25.8,0.0,123.9,1,0,0,1,117.3,178,105.1,29.7,42.9,31.7,15.8,38.3,2634,71.5,85.7,3.78191432,0.5,-0.866025404,25.8,24163.8,1,68.76666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2486,NGA,Africa,Lower-Middle,26-05-2019,5,21,9.08,8.67,206,29.22,0.71,134.2,0,0,0,0,114.0,185,95.7,38.5,66.3,30.5,21.4,35.4,2634,62.1,78.0,4.209160237,0.5,-0.866025404,0.0,23484.0,0,65.43333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2487,NGA,Africa,Lower-Middle,02-06-2019,6,22,9.08,8.67,206,25.17,-0.13,103.5,2,0,0,2,138.4,231,119.8,31.4,51.3,26.9,26.8,31.6,2639,78.4,81.9,3.956996371,1.22e-16,-1.0,50.34,28510.4,1,76.53333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2488,NGA,Africa,Lower-Middle,09-06-2019,6,23,9.08,8.67,206,23.3,0.69,101.7,0,0,0,0,112.2,180,84.8,36.2,45.5,17.5,8.1,37.1,2639,62.1,86.4,3.839452313,1.22e-16,-1.0,0.0,23113.2,0,61.03333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2489,NGA,Africa,Lower-Middle,16-06-2019,6,24,9.08,8.67,206,23.82,0.21,104.7,0,0,0,0,94.3,157,62.3,26.6,54.8,25.1,0.0,40.7,2639,77.3,92.0,4.021773869,1.22e-16,-1.0,0.0,19425.8,0,55.4,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2490,NGA,Africa,Lower-Middle,23-06-2019,6,25,9.08,8.67,206,21.0,0.92,123.6,0,0,0,0,134.0,211,91.4,32.6,22.7,29.8,5.8,37.6,2639,68.3,89.6,3.165475048,1.22e-16,-1.0,0.0,27604.0,0,64.1,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2491,NGA,Africa,Lower-Middle,30-06-2019,6,26,9.08,8.67,206,21.58,-0.35,49.4,0,0,0,0,104.1,169,69.6,33.5,13.3,26.1,0.0,38.0,2639,57.0,88.4,2.660259537,1.22e-16,-1.0,0.0,21444.6,0,53.36666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2492,NGA,Africa,Lower-Middle,07-07-2019,7,27,9.08,8.67,206,16.09,-0.17,89.5,0,0,0,0,92.9,136,73.9,26.3,3.2,24.2,0.0,36.6,2643,64.9,84.7,1.435084525,-0.5,-0.866025404,0.0,19137.4,0,55.03333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2493,NGA,Africa,Lower-Middle,14-07-2019,7,28,9.08,8.67,206,15.79,0.47,108.4,0,0,0,0,98.3,148,72.6,37.7,10.2,26.5,0.0,37.1,2643,71.7,87.2,2.415913778,-0.5,-0.866025404,0.0,20249.8,0,60.66666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2494,NGA,Africa,Lower-Middle,21-07-2019,7,29,9.08,8.67,206,17.95,0.56,43.2,0,0,0,0,174.9,239,94.0,34.0,11.7,24.5,0.0,40.6,2643,72.7,85.3,2.541601993,-0.5,-0.866025404,0.0,36029.4,0,66.9,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2495,NGA,Africa,Lower-Middle,28-07-2019,7,30,9.08,8.67,206,15.98,-0.34,132.8,0,0,0,0,19.6,57,65.2,24.6,10.6,20.4,0.0,35.1,2643,59.6,80.8,2.451005098,-0.5,-0.866025404,0.0,4037.6,0,49.8,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2496,NGA,Africa,Lower-Middle,04-08-2019,8,31,9.08,8.67,206,13.78,0.1,33.4,0,0,0,0,62.4,101,69.2,32.5,5.5,32.1,0.0,36.4,2647,75.1,82.7,1.871802177,-0.866025404,-0.5,0.0,12854.4,0,58.93333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2497,NGA,Africa,Lower-Middle,11-08-2019,8,32,9.08,8.67,206,17.26,0.77,71.5,0,0,0,0,83.5,111,88.3,40.2,4.8,39.0,0.0,38.6,2647,64.5,85.2,1.757857918,-0.866025404,-0.5,0.0,17201.0,0,64.33333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2498,NGA,Africa,Lower-Middle,18-08-2019,8,33,9.08,8.67,206,13.98,0.72,22.1,0,0,0,0,127.0,186,89.8,30.2,0.0,26.1,0.0,43.0,2647,75.1,84.1,0.0,-0.866025404,-0.5,0.0,26162.0,0,65.03333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2499,NGA,Africa,Lower-Middle,25-08-2019,8,34,9.08,8.67,206,12.86,0.33,70.1,0,0,0,0,107.3,160,97.8,23.2,5.1,18.1,0.0,44.8,2647,69.7,83.9,1.808288771,-0.866025404,-0.5,0.0,22103.8,0,63.56666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2500,NGA,Africa,Lower-Middle,01-09-2019,9,35,9.08,8.67,206,12.17,0.66,46.7,0,0,0,0,80.6,94,60.5,35.0,9.8,22.7,0.0,39.6,2651,69.1,81.2,2.379546134,-1.0,-1.84e-16,0.0,16603.6,0,54.86666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2501,NGA,Africa,Lower-Middle,08-09-2019,9,36,9.08,8.67,206,15.44,0.06,67.9,0,0,0,0,114.1,176,76.2,32.7,0.6,29.1,0.0,39.9,2651,79.0,81.4,0.470003629,-1.0,-1.84e-16,0.0,23504.6,0,62.63333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2502,NGA,Africa,Lower-Middle,15-09-2019,9,37,9.08,8.67,206,10.53,0.17,99.1,0,0,0,0,122.1,173,79.5,30.9,5.3,28.0,0.0,40.0,2651,80.0,97.1,1.840549633,-1.0,-1.84e-16,0.0,25152.6,0,63.46666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2503,NGA,Africa,Lower-Middle,22-09-2019,9,38,9.08,8.67,206,10.0,-0.22,12.2,0,0,0,0,91.8,143,72.6,17.1,6.4,27.9,0.0,40.8,2651,66.5,77.5,2.00148,-1.0,-1.84e-16,0.0,18910.8,0,52.06666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2504,NGA,Africa,Lower-Middle,29-09-2019,9,39,9.08,8.67,206,14.43,0.52,69.7,0,0,0,0,93.1,148,77.8,33.5,7.9,33.2,0.0,37.9,2651,63.0,85.6,2.186051277,-1.0,-1.84e-16,0.0,19178.6,0,58.1,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2505,NGA,Africa,Lower-Middle,06-10-2019,10,40,9.08,8.67,206,12.25,0.51,0.0,0,0,0,0,103.2,158,85.3,29.8,4.4,22.3,0.0,41.6,2655,73.5,91.1,1.686398954,-0.866025404,0.5,0.0,21259.2,0,62.86666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2506,NGA,Africa,Lower-Middle,13-10-2019,10,41,9.08,8.67,206,11.82,0.0,1.7,0,0,0,0,115.1,163,65.3,35.2,12.3,25.1,0.0,35.2,2655,68.6,87.0,2.587764035,-0.866025404,0.5,0.0,23710.6,0,56.36666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2507,NGA,Africa,Lower-Middle,20-10-2019,10,42,9.08,8.67,206,11.17,0.6,46.0,0,0,0,0,142.6,219,81.9,30.1,5.7,21.7,0.0,37.5,2655,64.0,89.1,1.902107526,-0.866025404,0.5,0.0,29375.6,0,58.66666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2508,NGA,Africa,Lower-Middle,27-10-2019,10,43,9.08,8.67,206,14.82,-0.35,0.0,0,0,0,0,97.6,146,73.6,25.6,3.5,27.3,0.0,35.7,2655,62.4,93.3,1.504077397,-0.866025404,0.5,0.0,20105.6,0,53.86666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2509,NGA,Africa,Lower-Middle,03-11-2019,11,44,9.08,8.67,206,13.44,0.07,22.2,0,0,0,0,143.9,194,84.5,34.2,8.4,25.3,0.0,34.7,2659,62.2,81.2,2.240709689,-0.5,0.866025404,0.0,29643.4,0,60.3,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2510,NGA,Africa,Lower-Middle,10-11-2019,11,45,9.08,8.67,206,14.03,1.07,73.1,0,0,0,0,77.2,105,68.2,37.3,9.7,24.9,0.0,37.4,2659,80.5,84.8,2.370243741,-0.5,0.866025404,0.0,15903.2,0,62.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2511,NGA,Africa,Lower-Middle,17-11-2019,11,46,9.08,8.67,206,13.43,0.13,41.8,0,0,0,0,133.7,177,84.8,32.3,7.6,38.3,0.0,35.2,2659,66.7,75.2,2.151762203,-0.5,0.866025404,0.0,27542.2,0,61.26666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2512,NGA,Africa,Lower-Middle,24-11-2019,11,47,9.08,8.67,206,11.35,-0.16,49.4,0,0,0,0,121.9,178,91.3,29.8,1.9,18.9,0.0,41.4,2659,78.2,99.2,1.064710737,-0.5,0.866025404,0.0,25111.4,0,66.43333333,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2513,NGA,Africa,Lower-Middle,01-12-2019,12,48,9.08,8.67,206,18.62,0.33,69.3,0,0,0,0,108.9,162,88.7,29.1,4.6,21.4,0.5,40.1,2663,65.2,86.7,1.722766598,-2.45e-16,1.0,0.0,22433.4,0,61.0,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2514,NGA,Africa,Lower-Middle,08-12-2019,12,49,9.08,8.67,206,17.74,0.49,58.2,0,0,0,0,120.5,173,66.4,35.1,5.9,32.4,0.0,41.2,2663,62.0,86.1,1.931521412,-2.45e-16,1.0,0.0,24823.0,0,54.5,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2515,NGA,Africa,Lower-Middle,15-12-2019,12,50,9.08,8.67,206,18.43,0.03,19.2,0,0,0,0,90.5,162,96.8,32.7,8.8,25.3,1.0,39.2,2663,73.0,81.9,2.282382386,-2.45e-16,1.0,0.0,18643.0,0,67.5,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2516,NGA,Africa,Lower-Middle,22-12-2019,12,51,9.08,8.67,206,17.83,0.28,57.8,0,0,0,0,72.1,108,79.9,35.6,0.0,28.2,0.0,34.3,2663,70.7,90.9,0.0,-2.45e-16,1.0,0.0,14852.6,0,62.06666667,0.647401324,4971.470226,0.538,52.9104
2019,Nigeria,Lagos,43.70288471423498,59.79641310924114,27.239826155726277,8.511736332283661,0.647519644569648,22.22828528412849,16.4704640111656,55.10582833724337,12.097374678379424,47.38019251165832,2517,NGA,Africa,Lower-Middle,29-12-2019,12,52,9.08,8.67,206,17.09,0.39,68.2,0,0,0,0,135.7,208,81.8,27.2,0.0,30.7,0.0,38.9,2663,74.6,87.9,0.0,-2.45e-16,1.0,0.0,27954.2,0,61.2,0.647401324,4971.470226,0.538,52.9104
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9234,ZAF,Africa,Upper-Middle,06-01-2019,1,1,-30.55,22.93,60,4.88,0.11,95.0,0,0,0,0,0.0,95,38.6,28.1,5.4,19.8,4.2,81.4,9376,61.2,97.8,1.85629799,0.5,0.866025404,0.0,0.0,0,42.63333333,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9235,ZAF,Africa,Upper-Middle,13-01-2019,1,2,-30.55,22.93,60,6.21,-0.56,63.8,0,0,0,0,51.4,46,49.5,16.1,5.0,20.4,5.7,74.8,9376,62.2,95.0,1.791759469,0.5,0.866025404,0.0,3084.0,0,42.6,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9236,ZAF,Africa,Upper-Middle,20-01-2019,1,3,-30.55,22.93,60,9.96,0.15,57.4,0,0,0,0,56.1,100,43.6,26.9,5.1,16.5,7.7,71.2,9376,73.2,100.0,1.808288771,0.5,0.866025404,0.0,3366.0,0,47.9,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9237,ZAF,Africa,Upper-Middle,27-01-2019,1,4,-30.55,22.93,60,7.09,0.82,79.4,0,0,0,0,12.5,45,66.6,31.2,0.0,24.7,0.0,71.3,9376,69.0,100.0,0.0,0.5,0.866025404,0.0,750.0,0,55.6,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9238,ZAF,Africa,Upper-Middle,03-02-2019,2,5,-30.55,22.93,60,11.68,0.14,163.0,1,0,1,2,0.0,95,41.1,35.3,6.7,45.9,16.6,71.5,9391,60.1,88.3,2.041220329,0.866025404,0.5,11.68,0.0,1,45.5,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9239,ZAF,Africa,Upper-Middle,10-02-2019,2,6,-30.55,22.93,60,11.62,0.25,109.1,0,0,0,0,29.4,50,38.3,30.2,2.8,18.1,13.7,76.8,9391,76.2,100.0,1.335001067,0.866025404,0.5,0.0,1764.0,0,48.23333333,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9240,ZAF,Africa,Upper-Middle,17-02-2019,2,7,-30.55,22.93,60,11.04,-0.95,119.2,0,0,0,0,17.8,14,46.8,18.3,6.8,24.3,1.0,76.0,9391,75.3,95.4,2.054123734,0.866025404,0.5,0.0,1068.0,0,46.8,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9241,ZAF,Africa,Upper-Middle,24-02-2019,2,8,-30.55,22.93,60,11.02,0.93,85.6,0,0,0,0,33.1,45,57.0,37.2,0.0,17.3,12.6,71.2,9391,67.4,88.8,0.0,0.866025404,0.5,0.0,1986.0,0,53.86666667,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9242,ZAF,Africa,Upper-Middle,03-03-2019,3,9,-30.55,22.93,60,16.21,0.11,113.6,1,0,0,1,48.5,67,75.1,26.5,7.3,17.7,26.3,70.1,9405,63.3,95.6,2.116255515,1.0,6.12e-17,16.21,2910.0,1,54.96666667,8.12733368,13366.47464,0.736,66.175
2019,South Africa,Cape Town,108.92819768584752,160.78638219725934,25.65534541922678,6.426215616631024,0.6771301692578108,32.64941960927472,15.0857470012108,61.15976905934293,13.937521272420446,106.85103128546116,9243,ZAF,Africa,Upper-Middle,10-03-2019,3,10,-30.55,22.93,60,12.84,-0.44,150.9,0,0,0,0,29.0,45,54.4,35.4,1.1,21.2,14.4,72.8,9405,67.0,100.0,0.741937345,1.0,6.12e-17,0.0,1740.0,0,52.26666667,8.12733368,13366.47464,0.736,66.175
