record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,vector_disease_risk_score_log,month_sin,month_cos,heat_stress,pollution_burden,any_extreme_event,health_vulnerability
2209,BRA,Brazil,South America,Upper-Middle,24-11-2024,2024,11,47,-14.23,-51.92,213,12.59,0.19,30.2,0,0,0,0,62.5,67,44.8,29.7,3.4,27.2,0,65.7,15932,78.3,91.5,1.481604541,-0.5,0.866025404,0,13312.5,0,50.93333333
2210,BRA,Brazil,South America,Upper-Middle,01-12-2024,2024,12,48,-14.23,-51.92,213,12.33,0.89,54.7,0,0,0,0,70.4,89,67,34,8.8,11.2,0,62.9,15954,68.2,83.9,2.282382386,-2.45E-16,1,0,14995.2,0,56.4
2211,BRA,Brazil,South America,Upper-Middle,08-12-2024,2024,12,49,-14.23,-51.92,213,10.62,-0.97,57.3,0,0,0,0,41.1,58,64.9,20.8,10.4,22,0,66.3,15954,61.6,90.1,2.433613355,-2.45E-16,1,0,8754.3,0,49.1
2212,BRA,Brazil,South America,Upper-Middle,15-12-2024,2024,12,50,-14.23,-51.92,213,14.17,-0.34,14.6,0,0,0,0,53.1,108,61.9,25.2,4.6,20,0,65.9,15954,63,100,1.722766598,-2.45E-16,1,0,11310.3,0,50.03333333
2213,BRA,Brazil,South America,Upper-Middle,22-12-2024,2024,12,51,-14.23,-51.92,213,18.8,0.68,75,0,0,0,0,3.3,95,47.5,28.6,0,17.7,3.7,66.2,15954,77.9,90.9,0,-2.45E-16,1,0,702.9,0,51.33333333
2214,BRA,Brazil,South America,Upper-Middle,29-12-2024,2024,12,52,-14.23,-51.92,213,14.57,0.09,78.3,0,0,0,0,84.3,86,67.2,31.7,6.3,16.3,0,64.9,15954,70.1,100,1.987874348,-2.45E-16,1,0,17955.9,0,56.33333333
2215,BRA,Brazil,South America,Upper-Middle,05-01-2025,2025,1,1,-14.23,-51.92,213,17.07,-0.15,101.7,0,0,0,0,33.3,41,50.2,27.8,7.1,19.6,1.4,64.5,15977,67.2,95.1,2.091864062,0.5,0.866025404,0,7092.9,0,48.4
2216,BRA,Brazil,South America,Upper-Middle,12-01-2025,2025,1,2,-14.23,-51.92,213,16.73,0.62,44.5,0,0,0,0,79.5,124,79.7,24.8,4.8,29.8,0,60,15977,70.7,88.6,1.757857918,0.5,0.866025404,0,16933.5,0,58.4
2217,BRA,Brazil,South America,Upper-Middle,19-01-2025,2025,1,3,-14.23,-51.92,213,19.69,-0.14,76.2,0,0,0,0,46.3,80,69.2,29.8,7.7,27.4,5.8,59.7,15977,78.3,88.8,2.163323026,0.5,0.866025404,0,9861.9,0,59.1
2218,BRA,Brazil,South America,Upper-Middle,26-01-2025,2025,1,4,-14.23,-51.92,213,22.89,-0.15,17.1,1,0,0,1,17.1,22,63.9,27.5,26.4,20.8,21.6,71,15977,72.1,98.3,3.310543013,0.5,0.866025404,22.89,3642.3,1,54.5
2219,BRA,Brazil,South America,Upper-Middle,02-02-2025,2025,2,5,-14.23,-51.92,213,21.22,0.57,53.9,0,0,0,0,39.7,56,51.7,30.2,28,19.6,22.5,68.8,15999,72.6,100,3.36729583,0.866025404,0.5,0,8456.1,0,51.5
2220,BRA,Brazil,South America,Upper-Middle,09-02-2025,2025,2,6,-14.23,-51.92,213,20.47,0.22,92.4,0,0,0,0,37.5,42,56.8,32.9,34,23.4,7.7,68.5,15999,74.3,93,3.555348061,0.866025404,0.5,0,7987.5,0,54.66666667
2221,BRA,Brazil,South America,Upper-Middle,16-02-2025,2025,2,7,-14.23,-51.92,213,18.76,0.53,123.6,0,0,0,0,18.4,22,60.2,37.2,0,25.3,2.3,71.6,15999,75.6,85.1,0,0.866025404,0.5,0,3919.2,0,57.66666667
2222,BRA,Brazil,South America,Upper-Middle,23-02-2025,2025,2,8,-14.23,-51.92,213,21.3,0.92,110,0,0,0,0,17.5,30,65.6,26.8,41.9,22.1,12.6,60.9,15999,70.1,91.4,3.758871826,0.866025404,0.5,0,3727.5,0,54.16666667
2223,BRA,Brazil,South America,Upper-Middle,02-03-2025,2025,3,9,-14.23,-51.92,213,24.95,0.54,134.6,1,0,0,1,43.8,38,41.7,42.8,34.9,16.7,23.5,61.4,16021,61.2,92.4,3.580737295,1,6.12E-17,24.95,9329.4,1,48.56666667
2224,BRA,Brazil,South America,Upper-Middle,09-03-2025,2025,3,10,-14.23,-51.92,213,23.57,0.34,106.5,1,0,0,1,64.8,121,69.3,42.3,50.1,16,15.9,62.8,16021,66.6,100,3.933784497,1,6.12E-17,23.57,13802.4,1,59.4
2225,BRA,Brazil,South America,Upper-Middle,16-03-2025,2025,3,11,-14.23,-51.92,213,20.57,0.09,59,0,0,0,0,21.8,24,58,35.6,34.6,16.2,6.4,63.5,16021,70.4,93,3.572345638,1,6.12E-17,0,4643.4,0,54.66666667
2226,BRA,Brazil,South America,Upper-Middle,23-03-2025,2025,3,12,-14.23,-51.92,213,21.12,-0.37,107.4,0,0,0,0,0,10,36.3,31.6,40.1,19.4,14.3,63,16021,73.7,92.7,3.716008122,1,6.12E-17,0,0,0,47.2
2227,BRA,Brazil,South America,Upper-Middle,30-03-2025,2025,3,13,-14.23,-51.92,213,26.86,0.32,151.3,0,0,0,0,0,0,57.1,40.3,46.3,19.5,20.3,64.1,16021,65.1,99.2,3.856510295,1,6.12E-17,0,0,0,54.16666667
2228,BRA,Brazil,South America,Upper-Middle,06-04-2025,2025,4,14,-14.23,-51.92,213,24.89,0.52,117.7,0,0,0,0,38.9,46,57.1,36.4,47.4,32.3,17.3,62.6,16043,62.4,93.3,3.879499814,0.866025404,-0.5,0,8285.7,0,51.96666667
2229,BRA,Brazil,South America,Upper-Middle,13-04-2025,2025,4,15,-14.23,-51.92,213,21.4,0.27,106.6,0,0,0,0,42.4,91,61.4,36.5,33,24.2,10.5,68.6,16043,71.3,93.6,3.526360525,0.866025404,-0.5,0,9031.2,0,56.4
2230,BRA,Brazil,South America,Upper-Middle,20-04-2025,2025,4,16,-14.23,-51.92,213,25.52,0.26,145.2,1,0,0,1,1.5,34,54.2,27.1,58.6,28.6,21,66,16043,67.1,99.4,4.087655574,0.866025404,-0.5,25.52,319.5,1,49.46666667
2231,BRA,Brazil,South America,Upper-Middle,27-04-2025,2025,4,17,-14.23,-51.92,213,23.02,0.08,78.6,0,0,0,0,19.6,17,43.5,29.1,43.5,24.9,19.4,64.3,16043,75.2,91.6,3.795489189,0.866025404,-0.5,0,4174.8,0,49.26666667
2232,BRA,Brazil,South America,Upper-Middle,04-05-2025,2025,5,18,-14.23,-51.92,213,23.37,-0.87,77.3,0,0,0,0,54.7,75,68.7,31.9,41.6,21.3,19.9,64,16065,72.6,94.2,3.751854253,0.5,-0.866025404,0,11651.1,0,57.73333333
2233,BRA,Brazil,South America,Upper-Middle,11-05-2025,2025,5,19,-14.23,-51.92,213,22.13,0.63,137.4,0,0,0,0,64.2,91,71.9,43.1,44.1,23.2,7,67.5,16065,61.5,93.9,3.808882247,0.5,-0.866025404,0,13674.6,0,58.83333333
2234,BRA,Brazil,South America,Upper-Middle,18-05-2025,2025,5,20,-14.23,-51.92,213,21.57,0.41,150.5,0,0,0,0,34.1,28,53.9,30.6,31.2,23.4,19.8,66.6,16065,77.6,95.5,3.471966453,0.5,-0.866025404,0,7263.3,0,54.03333333
2235,BRA,Brazil,South America,Upper-Middle,25-05-2025,2025,5,21,-14.23,-51.92,213,20.03,0.94,57.2,0,0,0,0,71.4,115,63.9,33.7,14.5,16.7,0,57.8,16065,73.8,100,2.740840024,0.5,-0.866025404,0,15208.2,0,57.13333333
2236,BRA,Brazil,South America,Upper-Middle,01-06-2025,2025,6,22,-14.23,-51.92,213,24.36,0.2,108.7,1,0,0,1,43.3,82,77.2,39.2,37.5,21.1,20.7,67.5,16087,74,95.9,3.650658241,1.22E-16,-1,24.36,9222.9,1,63.46666667
2237,BRA,Brazil,South America,Upper-Middle,08-06-2025,2025,6,23,-14.23,-51.92,213,22.05,-0.65,136.3,1,0,0,1,56.5,83,75.1,26.4,44.6,22.5,17,62.2,16087,70.5,100,3.819907717,1.22E-16,-1,22.05,12034.5,1,57.33333333
2238,BRA,Brazil,South America,Upper-Middle,15-06-2025,2025,6,24,-14.23,-51.92,213,18.41,-0.12,74.3,0,0,0,0,65.5,109,69.6,34.5,7.4,21.3,0,64.3,16087,74.1,95.1,2.128231706,1.22E-16,-1,0,13951.5,0,59.4
2239,BRA,Brazil,South America,Upper-Middle,22-06-2025,2025,6,25,-14.23,-51.92,213,17.04,0.58,97,0,0,0,0,34.7,34,71.1,35.9,5.8,8.9,1,66.5,16087,68.8,91.2,1.916922612,1.22E-16,-1,0,7391.1,0,58.6
2240,BRA,Brazil,South America,Upper-Middle,29-06-2025,2025,6,26,-14.23,-51.92,213,18.45,0.43,112.9,0,0,0,0,11.9,11,54.3,29,7.2,19.5,10.5,70.4,16087,65.3,100,2.104134154,1.22E-16,-1,0,2534.7,0,49.53333333
2241,BRA,Brazil,South America,Upper-Middle,06-07-2025,2025,7,27,-14.23,-51.92,213,15.87,0.78,64.9,0,0,0,0,72.4,106,58.9,16.3,4.2,23.5,5.5,62.9,16110,70.2,99.3,1.648658626,-0.5,-0.866025404,0,15421.2,0,48.46666667
2242,BRA,Brazil,South America,Upper-Middle,13-07-2025,2025,7,28,-14.23,-51.92,213,14.43,0.74,0,0,1,0,1,0,5,56,36.2,4.2,32,0,60.2,16110,64.9,73.1,1.648658626,-0.5,-0.866025404,0,0,1,52.36666667
2243,BRA,Brazil,South America,Upper-Middle,20-07-2025,2025,7,29,-14.23,-51.92,213,14.97,0.57,71.2,0,0,0,0,44.3,61,68.2,29,4.9,22.6,0,64.4,16110,65.9,89.3,1.774952351,-0.5,-0.866025404,0,9435.9,0,54.36666667
2244,BRA,Brazil,South America,Upper-Middle,27-07-2025,2025,7,30,-14.23,-51.92,213,13.69,0.21,0,0,1,0,1,64,85,46.8,32,2.7,22.7,0,62.6,16110,68.3,87.1,1.30833282,-0.5,-0.866025404,0,13632,1,49.03333333
2245,BRA,Brazil,South America,Upper-Middle,03-08-2025,2025,8,31,-14.23,-51.92,213,11.49,-0.62,52.9,0,0,0,0,59.7,82,72.1,26,1.1,23.7,0,62.3,16132,70.6,91.4,0.741937345,-0.866025404,-0.5,0,12716.1,0,56.23333333
2246,BRA,Brazil,South America,Upper-Middle,10-08-2025,2025,8,32,-14.23,-51.92,213,11.96,0.1,106.6,0,0,0,0,58.7,96,65.8,20.4,2.6,18.9,0,65.1,16132,69.8,97.6,1.280933845,-0.866025404,-0.5,0,12503.1,0,52
2247,BRA,Brazil,South America,Upper-Middle,17-08-2025,2025,8,33,-14.23,-51.92,213,13.25,0.06,59,0,0,0,0,56.8,89,79.9,34.3,1,21.6,0,61.3,16132,80.8,92.6,0.693147181,-0.866025404,-0.5,0,12098.4,0,65
2248,BRA,Brazil,South America,Upper-Middle,24-08-2025,2025,8,34,-14.23,-51.92,213,11.18,0.46,45.9,0,0,0,0,45.3,82,55.1,30.6,3.4,27.6,0,69.9,16132,64.7,89.5,1.481604541,-0.866025404,-0.5,0,9648.9,0,50.13333333
2249,BRA,Brazil,South America,Upper-Middle,31-08-2025,2025,8,35,-14.23,-51.92,213,11.94,0.63,45.8,0,0,0,0,88.5,116,84.1,31,4.3,25.8,0,58.3,16132,67.8,91.8,1.667706821,-0.866025404,-0.5,0,18850.5,0,60.96666667
2250,BRA,Brazil,South America,Upper-Middle,07-09-2025,2025,9,36,-14.23,-51.92,213,10.86,-0.29,99,0,0,0,0,33,69,41.8,32.2,8,28.7,0,64.7,16154,66.5,97.2,2.197224577,-1,-1.84E-16,0,7029,0,46.83333333
2251,BRA,Brazil,South America,Upper-Middle,14-09-2025,2025,9,37,-14.23,-51.92,213,9.59,0.03,88.2,0,0,0,0,107.6,163,86.8,30.5,8.9,26.3,0,72.4,16154,66.9,89.2,2.292534757,-1,-1.84E-16,0,22918.8,0,61.4
2252,BRA,Brazil,South America,Upper-Middle,21-09-2025,2025,9,38,-14.23,-51.92,213,10.06,-0.08,20.3,0,0,0,0,74.4,119,70.4,31.7,6.2,26.5,0,68.7,16154,64.8,90.6,1.974081026,-1,-1.84E-16,0,15847.2,0,55.63333333
2253,BRA,Brazil,South America,Upper-Middle,28-09-2025,2025,9,39,-14.23,-51.92,213,10.45,0.53,63.9,0,0,0,0,75.7,116,68.9,35.5,4.9,29.9,0,61,16154,74.5,87.9,1.774952351,-1,-1.84E-16,0,16124.1,0,59.63333333
2254,BRA,Brazil,South America,Upper-Middle,05-10-2025,2025,10,40,-14.23,-51.92,213,6.07,0.31,67.8,0,0,0,0,38.7,48,62.7,27.6,5.8,20.9,0,59.7,16176,70.6,98.7,1.916922612,-0.866025404,0.5,0,8243.1,0,53.63333333
2255,BRA,Brazil,South America,Upper-Middle,12-10-2025,2025,10,41,-14.23,-51.92,213,9.16,-0.83,33.1,0,0,0,0,70.8,121,66,23.2,4.3,16.6,0,62.1,16176,65,97.1,1.667706821,-0.866025404,0.5,0,15080.4,0,51.4
2256,BRA,Brazil,South America,Upper-Middle,19-10-2025,2025,10,42,-14.23,-51.92,213,8.43,0.47,61,0,0,0,0,62.5,98,57.9,32.2,4.5,20,0,63.4,16176,65.7,94.1,1.704748092,-0.866025404,0.5,0,13312.5,0,51.93333333
2257,NGA,Nigeria,Africa,Lower-Middle,04-01-2015,2015,1,1,9.08,8.67,206,17.82,0.67,86.2,0,0,0,0,148.1,250,106.7,27,9.2,26.7,0,39.8,2425,67.9,84.8,2.32238772,0.5,0.866025404,0,30508.6,0,67.2
2258,NGA,Nigeria,Africa,Lower-Middle,11-01-2015,2015,1,2,9.08,8.67,206,25.66,-0.82,145.8,0,0,0,0,73.6,121,77,25.4,45.5,22.8,10.2,42.6,2425,64.9,84.6,3.839452313,0.5,0.866025404,0,15161.6,0,55.76666667
2259,NGA,Nigeria,Africa,Lower-Middle,18-01-2015,2015,1,3,9.08,8.67,206,20.45,0.31,115.1,0,0,0,0,70,92,81.7,26.9,32.3,37.5,6.7,38.4,2425,70.4,90.8,3.505557397,0.5,0.866025404,0,14420,0,59.66666667
2260,NGA,Nigeria,Africa,Lower-Middle,25-01-2015,2015,1,4,9.08,8.67,206,24.93,-1.02,92.5,0,0,0,0,103.3,178,91.5,22,43.3,27.2,12.8,34.8,2425,72.2,86.1,3.790984677,0.5,0.866025404,0,21279.8,0,61.9
2261,NGA,Nigeria,Africa,Lower-Middle,01-02-2015,2015,2,5,9.08,8.67,206,23.51,-0.18,74,0,0,0,0,124.9,188,77.1,39,42.1,31.2,13.2,32.8,2429,67.8,89.3,3.763522997,0.866025404,0.5,0,25729.4,0,61.3
2262,NGA,Nigeria,Africa,Lower-Middle,08-02-2015,2015,2,6,9.08,8.67,206,26.46,-0.03,120.7,2,0,0,2,23.1,28,42.3,34,48.4,34.1,30.8,37.6,2429,66.6,91.3,3.899950424,0.866025404,0.5,52.92,4758.6,1,47.63333333
2263,NGA,Nigeria,Africa,Lower-Middle,15-02-2015,2015,2,7,9.08,8.67,206,24.25,0.2,156.9,0,0,0,0,110,142,83.8,34.8,41,30.9,9.6,38.3,2429,66.4,74,3.737669618,0.866025404,0.5,0,22660,0,61.66666667
2264,NGA,Nigeria,Africa,Lower-Middle,22-02-2015,2015,2,8,9.08,8.67,206,25.74,0.66,121.8,0,0,0,0,131.7,166,91.3,32.7,50.5,25.7,5.9,38.3,2429,77.7,92.4,3.941581808,0.866025404,0.5,0,27130.2,0,67.23333333
2265,NGA,Nigeria,Africa,Lower-Middle,01-03-2015,2015,3,9,9.08,8.67,206,25.45,-0.3,36.8,0,0,0,0,121.5,171,76.2,23.1,18.2,27.6,18.9,42.8,2433,69.2,81.5,2.954910279,1,6.12E-17,0,25029,0,56.16666667
2266,NGA,Nigeria,Africa,Lower-Middle,08-03-2015,2015,3,10,9.08,8.67,206,28.55,-0.42,126.2,0,0,0,0,109.1,169,89.7,38.3,59.9,21.3,18.3,38,2433,71.2,92.9,4.109233175,1,6.12E-17,0,22474.6,0,66.4
2267,NGA,Nigeria,Africa,Lower-Middle,15-03-2015,2015,3,11,9.08,8.67,206,26.39,-0.68,134.7,1,0,0,1,176.8,257,92.2,30.3,52.9,15.4,29.7,37.3,2433,71.6,86.9,3.987130478,1,6.12E-17,26.39,36420.8,1,64.7
2268,NGA,Nigeria,Africa,Lower-Middle,22-03-2015,2015,3,12,9.08,8.67,206,28.24,0.23,131.4,1,0,0,1,143.9,203,89.4,34.5,50.1,24.2,27.8,38,2433,74,93,3.933784497,1,6.12E-17,28.24,29643.4,1,65.96666667
2269,NGA,Nigeria,Africa,Lower-Middle,29-03-2015,2015,3,13,9.08,8.67,206,28.47,0.13,120.5,1,0,0,1,75.5,101,56.9,32,72,13.3,24.4,37.9,2433,72.9,77.5,4.290459441,1,6.12E-17,28.47,15553,1,53.93333333
2270,NGA,Nigeria,Africa,Lower-Middle,05-04-2015,2015,4,14,9.08,8.67,206,25.26,-0.5,107.8,0,0,0,0,127.1,170,103.9,27.4,36.2,31.5,14,39.1,2437,72.1,90.1,3.616308761,0.866025404,-0.5,0,26182.6,0,67.8
2271,NGA,Nigeria,Africa,Lower-Middle,12-04-2015,2015,4,15,9.08,8.67,206,28.34,0.69,125.4,0,0,0,0,115.4,186,81.5,33.1,47,39,25.6,40.5,2437,70.4,97.5,3.871201011,0.866025404,-0.5,0,23772.4,0,61.66666667
2272,NGA,Nigeria,Africa,Lower-Middle,19-04-2015,2015,4,16,9.08,8.67,206,26.33,0.46,130.1,0,0,0,0,128.6,206,100.5,30.1,58.8,38.8,8.1,42.3,2437,72.1,81,4.091005661,0.866025404,-0.5,0,26491.6,0,67.56666667
2273,NGA,Nigeria,Africa,Lower-Middle,26-04-2015,2015,4,17,9.08,8.67,206,22.89,-0.28,185.6,0,0,0,0,70.5,75,69.3,38.5,46,22.3,0,37.3,2437,61.2,89.2,3.850147602,0.866025404,-0.5,0,14523,0,56.33333333
2274,NGA,Nigeria,Africa,Lower-Middle,03-05-2015,2015,5,18,9.08,8.67,206,25.69,-0.21,110,0,0,0,0,87.3,114,84,22,51.9,32.3,22.2,33.5,2441,72.5,87.7,3.968403339,0.5,-0.866025404,0,17983.8,0,59.5
2275,NGA,Nigeria,Africa,Lower-Middle,10-05-2015,2015,5,19,9.08,8.67,206,28.79,0.08,120.7,0,0,0,0,105.7,159,77.6,25.8,43,34.6,15,37.7,2441,65.4,84.5,3.784189634,0.5,-0.866025404,0,21774.2,0,56.26666667
2276,NGA,Nigeria,Africa,Lower-Middle,17-05-2015,2015,5,20,9.08,8.67,206,28.48,-0.16,187.2,1,0,0,1,90.1,150,90.3,38.6,51.3,27.9,32.1,34.1,2441,64.2,77.2,3.956996371,0.5,-0.866025404,28.48,18560.6,1,64.36666667
2277,NGA,Nigeria,Africa,Lower-Middle,24-05-2015,2015,5,21,9.08,8.67,206,24.24,1.02,59.4,0,0,0,0,79,111,63.8,29.2,18.3,24.6,19.2,36.8,2441,72.8,92.5,2.960105096,0.5,-0.866025404,0,16274,0,55.26666667
2278,NGA,Nigeria,Africa,Lower-Middle,31-05-2015,2015,5,22,9.08,8.67,206,22,0.27,103.2,0,0,0,0,98,172,71.3,26.6,44.8,30.9,0,39.5,2441,70.4,77.6,3.824284091,0.5,-0.866025404,0,20188,0,56.1
2279,NGA,Nigeria,Africa,Lower-Middle,07-06-2015,2015,6,23,9.08,8.67,206,21.9,-0.11,62.2,0,0,0,0,137.4,210,101.2,28.9,43.8,17.9,4.7,39,2445,76,76.7,3.802208139,1.22E-16,-1,0,28304.4,0,68.7
2280,NGA,Nigeria,Africa,Lower-Middle,14-06-2015,2015,6,24,9.08,8.67,206,23.09,-0.18,121.7,0,0,0,0,120.8,172,82.4,23.3,44.6,28.3,7.1,34.3,2445,70.5,82.3,3.819907717,1.22E-16,-1,0,24884.8,0,58.73333333
2281,NGA,Nigeria,Africa,Lower-Middle,21-06-2015,2015,6,25,9.08,8.67,206,21.89,-0.09,56.3,0,0,0,0,90.6,150,85.8,32.9,30.9,23.9,11.3,36,2445,68.4,87.9,3.46260601,1.22E-16,-1,0,18663.6,0,62.36666667
2282,NGA,Nigeria,Africa,Lower-Middle,28-06-2015,2015,6,26,9.08,8.67,206,19.57,-1.32,63.5,0,0,0,0,69.2,107,64.8,21.9,11.4,22.2,0.6,41.9,2445,71.1,81.8,2.517696473,1.22E-16,-1,0,14255.2,0,52.6
2283,NGA,Nigeria,Africa,Lower-Middle,05-07-2015,2015,7,27,9.08,8.67,206,22.37,0.61,49,0,0,0,0,92.6,109,76,32.5,39.8,36.1,0,38.1,2449,70.7,85.4,3.708682081,-0.5,-0.866025404,0,19075.6,0,59.73333333
2284,NGA,Nigeria,Africa,Lower-Middle,12-07-2015,2015,7,28,9.08,8.67,206,21.25,0.06,89.3,0,0,0,0,114,174,76.5,39.7,32.4,29.9,4.7,38.9,2449,59.4,81.4,3.5085559,-0.5,-0.866025404,0,23484,0,58.53333333
2285,NGA,Nigeria,Africa,Lower-Middle,19-07-2015,2015,7,29,9.08,8.67,206,15.49,0.21,40.8,0,0,0,0,112.3,143,92,33.3,6.5,26.8,0,38.4,2449,77.9,94.9,2.014903021,-0.5,-0.866025404,0,23133.8,0,67.73333333
2286,NGA,Nigeria,Africa,Lower-Middle,26-07-2015,2015,7,30,9.08,8.67,206,15.15,-0.85,70.4,0,0,0,0,89.2,127,86.4,20.9,10.8,22.2,0,39,2449,66.7,88.4,2.468099531,-0.5,-0.866025404,0,18375.2,0,58
2287,NGA,Nigeria,Africa,Lower-Middle,02-08-2015,2015,8,31,9.08,8.67,206,15.8,-0.13,44.3,0,0,0,0,80.1,122,84.6,29.4,2.7,28,0,39.2,2453,69,80.4,1.30833282,-0.866025404,-0.5,0,16500.6,0,61
2288,NGA,Nigeria,Africa,Lower-Middle,09-08-2015,2015,8,32,9.08,8.67,206,15.82,0.45,76.3,0,0,0,0,108.9,151,72.8,30.5,6.8,24,0,37.9,2453,65.6,94.4,2.054123734,-0.866025404,-0.5,0,22433.4,0,56.3
2289,NGA,Nigeria,Africa,Lower-Middle,16-08-2015,2015,8,33,9.08,8.67,206,15.26,0.8,23.2,0,0,0,0,134.3,238,85.9,30.4,7.1,28.3,0,38.6,2453,81,91.4,2.091864062,-0.866025404,-0.5,0,27665.8,0,65.76666667
2290,NGA,Nigeria,Africa,Lower-Middle,23-08-2015,2015,8,34,9.08,8.67,206,18.08,0.42,48.2,0,0,0,0,167.4,261,106.4,30.2,5.1,25.2,4.3,35.9,2453,62,93.4,1.808288771,-0.866025404,-0.5,0,34484.4,0,66.2
2291,NGA,Nigeria,Africa,Lower-Middle,30-08-2015,2015,8,35,9.08,8.67,206,12.61,-0.13,30.2,0,0,0,0,131.2,197,82.7,30.1,2.9,24.6,0,38.7,2453,67.7,89,1.360976553,-0.866025404,-0.5,0,27027.2,0,60.16666667
2292,NGA,Nigeria,Africa,Lower-Middle,06-09-2015,2015,9,36,9.08,8.67,206,15.91,1.32,29.6,0,0,0,0,87,120,75.4,39.1,1.5,29,0,36.3,2457,67.5,96.4,0.916290732,-1,-1.84E-16,0,17922,0,60.66666667
2293,NGA,Nigeria,Africa,Lower-Middle,13-09-2015,2015,9,37,9.08,8.67,206,12.34,-1.03,32.3,0,0,0,0,109.8,158,75.6,22.3,6.9,17.7,0,36.2,2457,67.5,86,2.066862759,-1,-1.84E-16,0,22618.8,0,55.13333333
2294,NGA,Nigeria,Africa,Lower-Middle,20-09-2015,2015,9,38,9.08,8.67,206,11.83,0.33,70,0,0,0,0,139.1,189,84,27.2,8,24.1,0,35.9,2457,62.9,83.4,2.197224577,-1,-1.84E-16,0,28654.6,0,58.03333333
2295,NGA,Nigeria,Africa,Lower-Middle,27-09-2015,2015,9,39,9.08,8.67,206,12.95,-0.61,93.6,0,0,0,0,106.7,149,85.4,22.9,1.8,30.8,0,36.1,2457,71.9,80.4,1.029619417,-1,-1.84E-16,0,21980.2,0,60.06666667
2296,NGA,Nigeria,Africa,Lower-Middle,04-10-2015,2015,10,40,9.08,8.67,206,14.64,0.41,6.2,0,0,0,0,124.5,178,103.8,31.7,3.2,23.4,0,36.6,2461,84.2,93.7,1.435084525,-0.866025404,0.5,0,25647,0,73.23333333
2297,NGA,Nigeria,Africa,Lower-Middle,11-10-2015,2015,10,41,9.08,8.67,206,15.16,0.28,54.8,0,0,0,0,91.1,129,76.9,21.6,3.5,27.3,0,32.4,2461,66.9,90.6,1.504077397,-0.866025404,0.5,0,18766.6,0,55.13333333
2298,NGA,Nigeria,Africa,Lower-Middle,18-10-2015,2015,10,42,9.08,8.67,206,14.25,-0.43,45.7,0,0,0,0,121,185,85.2,21.6,2.3,32.3,0,41.1,2461,69.5,79.1,1.193922468,-0.866025404,0.5,0,24926,0,58.76666667
2299,NGA,Nigeria,Africa,Lower-Middle,25-10-2015,2015,10,43,9.08,8.67,206,9.62,0.47,11.6,0,1,0,1,143.1,169,115.5,35,6.1,23.7,0,39,2461,57,69.9,1.960094784,-0.866025404,0.5,0,29478.6,1,69.16666667
2300,NGA,Nigeria,Africa,Lower-Middle,01-11-2015,2015,11,44,9.08,8.67,206,16.07,0.14,65.7,0,0,0,0,93.5,133,63.3,24.6,1.3,25.5,0,31.4,2465,65.9,86.4,0.832909123,-0.5,0.866025404,0,19261,0,51.26666667
2301,NGA,Nigeria,Africa,Lower-Middle,08-11-2015,2015,11,45,9.08,8.67,206,16.21,0.91,79.4,0,0,0,0,113.9,176,89.5,35,5.5,19,0,42,2465,72.5,88.3,1.871802177,-0.5,0.866025404,0,23463.4,0,65.66666667
2302,NGA,Nigeria,Africa,Lower-Middle,15-11-2015,2015,11,46,9.08,8.67,206,16.82,-0.24,17.5,0,0,0,0,98.5,165,76,23.9,7.6,30.2,0,38.3,2465,75.6,92.5,2.151762203,-0.5,0.866025404,0,20291,0,58.5
2303,NGA,Nigeria,Africa,Lower-Middle,22-11-2015,2015,11,47,9.08,8.67,206,18.54,0.81,0,0,0,0,0,94.2,120,66,30.2,1.1,31.3,0,37.8,2465,72.6,88.7,0.741937345,-0.5,0.866025404,0,19405.2,0,56.26666667
2304,NGA,Nigeria,Africa,Lower-Middle,29-11-2015,2015,11,48,9.08,8.67,206,12.26,-0.74,15,0,0,0,0,158.7,217,82.3,21.6,8.4,24.6,0,42.4,2465,70.4,86.3,2.240709689,-0.5,0.866025404,0,32692.2,0,58.1
2305,NGA,Nigeria,Africa,Lower-Middle,06-12-2015,2015,12,49,9.08,8.67,206,17.78,-0.55,55,0,0,0,0,152.6,234,80.7,20.1,7.7,30.8,0,42.9,2469,73.7,94.6,2.163323026,-2.45E-16,1,0,31435.6,0,58.16666667
2306,NGA,Nigeria,Africa,Lower-Middle,13-12-2015,2015,12,50,9.08,8.67,206,20.34,0.3,62.5,0,0,0,0,97.4,146,70.5,29.7,40,19.2,0,32.8,2469,74.2,84.8,3.713572067,-2.45E-16,1,0,20064.4,0,58.13333333
2307,NGA,Nigeria,Africa,Lower-Middle,20-12-2015,2015,12,51,9.08,8.67,206,17.94,-0.08,59.5,0,0,0,0,125.2,168,87.7,28.5,5.1,18.6,0,44.1,2469,70.1,89.3,1.808288771,-2.45E-16,1,0,25791.2,0,62.1
