country,year,co2_production,gni_per_capita,hdi,life_expectancy
Georgia,1994,1.190435084,3108.91041,0.7622272727272729,68.5539
Ghana,1994,0.307269664,2493.700913,0.477,56.1124
Guinea,1994,0.158845018,1508.464125,0.295,49.1711
Gambia,1994,0.190867949,2126.994089,0.369,54.7206
Guinea-Bissau,1994,0.171801648,1701.613348,0.45623529411764707,48.156
Equatorial Guinea,1994,0.160601798,3660.672098,0.5762272727272727,51.4151
Greece,1994,8.120489821,24660.63167,0.774,77.8029
Grenada,1994,1.438320316,8190.693035,0.7784500000000001,71.7856
Guatemala,1994,0.663684908,5832.859263,0.501,63.726
Guyana,1994,1.921607177,3131.353857,0.544,63.3717
"Hong Kong, China (SAR)",1994,5.180214004,34298.86193,0.819,78.7323
Honduras,1994,0.569782446,3702.407233,0.53,66.5743
Croatia,1994,3.446431719,9488.932003999998,0.8049259259259259,73.7818
Haiti,1994,0.024097907,2631.702383,0.434,54.653
Hungary,1994,5.96533499,16323.53699,0.731,69.6044
Indonesia,1994,1.149226571,5398.846884,0.558,64.8562
India,1994,0.758160122,1969.856125,0.452,60.2158
Ireland,1994,9.764170193,26340.14874,0.771,75.8013
Iran (Islamic Republic of),1994,4.354144687,9210.350609,0.64,67.4684
Iraq,1994,3.638260044,3962.587742,0.543,66.7442
Iceland,1994,8.918751744,30878.68035,0.835,79.166
Israel,1994,9.298576831,23939.77187,0.808,77.6892
Italy,1994,7.442236055,37314.22695,0.804,77.8724
Jamaica,1994,3.26363478,9311.131293,0.668,71.7391
Jordan,1994,3.004199885,7800.519149,0.644,70.6986
Japan,1994,9.736156569,36176.6892,0.861,79.8238
Kazakhstan,1994,11.58751264,9366.238725,0.657,63.9631
Kenya,1994,0.238284889,3102.447584,0.473,56.2727
Kyrgyzstan,1994,1.360336921,2628.271232,0.591,63.7475
Cambodia,1994,0.138138588,1105.124166,0.392,56.0355
Kiribati,1994,0.382313812,2258.823159,0.599409090909091,62.6973
Saint Kitts and Nevis,1994,2.905303121,17415.83068,0.7671764705882352,67.2936
Korea (Republic of),1994,7.939219555,16649.35858,0.773,73.6111
Kuwait,1994,33.28244864,68059.46375,0.733,75.7633
Lao People's Democratic Republic,1994,0.133927525,2192.719477,0.432,55.7495
Lebanon,1994,3.264658982,13382.30811,0.7487058823529412,71.6808
Liberia,1994,0.212726649,557.0866659,0.45734782608695645,41.7956
Libya,1994,9.012075491,14607.17074,0.689,70.7063
Saint Lucia,1994,1.793042603,11018.15952,0.695,70.9915
Liechtenstein,1994,6.609807402,90233.13581,0.9139545454545455,78.6279
Sri Lanka,1994,0.30037895,4557.97796,0.663,72.8818
Lesotho,1994,0.899574711,2231.258477,0.475,58.0183
Lithuania,1994,4.330085173,8749.794986,0.693,68.9107
Luxembourg,1994,28.68179299,65931.02469,0.819,76.4662
Latvia,1994,4.076854005,9027.031822,0.687,66.2332
Morocco,1994,1.057903037,3986.447718,0.475,64.3461
Monaco,1994,4.567279106874533,9488.932003999998,0.6685235231455086,78.1133
Moldova (Republic of),1994,2.851023852,5673.553405,0.614,65.0701
Madagascar,1994,0.095465189,1526.520999,0.48373913043478267,54.4362
Maldives,1994,0.795935443,9513.940156,0.6771851851851851,66.5106
Mexico,1994,3.899093131,15693.75777,0.674,71.2787
Marshall Islands,1994,1.678223638,4457.689088,0.636,62.5584
North Macedonia,1994,5.315630041,9488.932003999998,0.7189629629629629,71.491
Mali,1994,0.058746336,1470.547585,0.264,47.7415
Malta,1994,7.143010033,21786.23987,0.751,76.6209
Myanmar,1994,0.142817207,657.9790293,0.369,57.9564
Montenegro,1994,2.026651099,9488.932003999998,0.8064210526315789,73.3894
Mongolia,1994,3.476067966,3824.861977,0.555,60.4048
Mozambique,1994,0.072223477,454.0150897,0.242,45.6065
Mauritania,1994,0.423982805,4232.111831,0.435,60.3358
Mauritius,1994,1.45691239,9303.503204,0.646,70.3387
Malawi,1994,0.092684048,891.7867647,0.326,43.5613
Malaysia,1994,4.536653735,12754.44777,0.671,72.1627
Namibia,1994,0.987484782,6253.776447,0.587,59.8463
Niger,1994,0.063234105,1026.572271,0.232,44.7137
Nigeria,1994,0.331783383,2765.381452,0.49994736842105264,45.5132
Nicaragua,1994,0.552313377,2824.761712,0.513,65.1813
Netherlands,1994,11.11240592,38615.60382,0.881,77.5128
Norway,1994,8.732695092,39504.12494,0.873,77.7726
Nepal,1994,0.076964374,1763.233102,0.428,58.5535
Nauru,1994,10.47056582,9488.932003999998,0.6685235231455086,61.4626
New Zealand,1994,7.735396584,24326.56827,0.846,76.9197
Oman,1994,7.00705961,31999.9225,0.7835454545454545,71.3845
Pakistan,1994,0.698042306,3015.195108,0.414,60.1159
Panama,1994,1.556303826,12422.53556,0.687,72.0955
Peru,1994,0.996121487,5629.329259,0.639,67.2268
Philippines,1994,0.793807834,4178.477238,0.609,67.9422
Palau,1994,11.83585572,12181.22635,0.7684545454545456,62.9177
Papua New Guinea,1994,0.430368317,3526.05352,0.419,60.7564
Poland,1994,9.390880577,11564.26723,0.741,71.7101
Korea (Democratic People's Rep. of),1994,4.018906865,9488.932003999998,0.6685235231455086,70.7181
Portugal,1994,5.005105005,23572.05132,0.754,75.73
Paraguay,1994,0.729582387,8187.072941,0.617,68.8237
"Palestine, State of",1994,0.386613956,4458.782222,0.6952777777777778,69.4135
Qatar,1994,59.76696165,61502.20274,0.77,74.3478
Romania,1994,5.154112914,11361.39657,0.682,69.5789
Russian Federation,1994,11.06587318,13825.24638,0.698,63.9354
Rwanda,1994,0.077846981,540.4053945,0.43851851851851853,14.0985
Saudi Arabia,1994,18.01529224,44036.64032,0.704,70.705
Sudan,1994,0.162178625,3022.040639,0.383,56.6437
Senegal,1994,0.45348885,2265.225887,0.374,56.9545
Singapore,1994,17.59107862,47886.23501,0.77,75.8847
Solomon Islands,1994,0.524506057,2749.69555,0.5357391304347826,66.1876
Sierra Leone,1994,0.080765237,1493.072967,0.312,42.9245
El Salvador,1994,0.811356656,5955.639848,0.568,65.8384
San Marino,1994,4.567279106874533,59525.39316,0.855,79.2137
Somalia,1994,0.08537289,1165.676387,0.6685235231455086,50.3266
Serbia,1994,3.683621374,9488.932003999998,0.7485555555555555,71.329
South Sudan,1994,0.067394913,9488.932003999998,0.40408333333333335,44.3836
Sao Tome and Principe,1994,0.368022128,2267.033213,0.487,61.069
Suriname,1994,4.69380954,11095.19158,0.7250555555555556,65.272
Slovakia,1994,8.154474746,13844.34136,0.711,72.3307
Slovenia,1994,7.331149907,9488.932003999998,0.8674814814814815,74.0725
Sweden,1994,6.819527646,33639.80999,0.851,78.7465
Eswatini (Kingdom of),1994,1.186840308,5079.503328,0.523,58.2678
Seychelles,1994,2.67126193,15919.05551,0.7738636363636363,68.976
Syrian Arab Republic,1994,3.311005302,5413.231091,0.577,70.1414
Chad,1994,0.059975936,951.4394897,0.35804545454545456,46.4492
Togo,1994,0.244308133,1449.711643,0.404,54.0366
Thailand,1994,2.26409836,9191.86102,0.613,71.2265
Tajikistan,1994,0.414691098,2057.050254,0.547,57.4796
Turkmenistan,1994,8.126918847,6694.977104,0.7191176470588235,63.7559
Timor-Leste,1994,4.567279106874533,3591.068849,0.5925499999999999,48.2516
Tonga,1994,0.956767879,5331.259435,0.672,68.0145
Trinidad and Tobago,1994,13.62459184,10468.88734,0.67,68.5109
Tunisia,1994,1.75929391,6033.027276,0.604,71.6145
TÃ¼rkiye,1994,2.908632247,13234.29213,0.618,69.2949
Tuvalu,1994,0.792044963,3762.99585,0.577,62.9243
Tanzania (United Republic of),1994,0.071653731,1252.185506,0.369,50.797
Uganda,1994,0.035778338,992.0634456,0.336,46.3526
Ukraine,1994,8.197156502,8865.405669,0.689,67.4426
Uruguay,1994,1.259047136,12993.59291,0.716,73.7276
United States,1994,20.43471461,41280.44005,0.884,75.7377
Uzbekistan,1994,4.834304418,2601.278307,0.6734545454545454,64.6854
Saint Vincent and the Grenadines,1994,1.118987904,6558.563361,0.7350454545454546,71.9225
Venezuela (Bolivarian Republic of),1994,6.031847281,17071.451,0.675,71.8529
Viet Nam,1994,0.355308449,2055.383788,0.526,70.7587
Vanuatu,1994,0.379506364,2443.395921,0.5947058823529412,67.7387
Samoa,1994,0.564714809,9488.932003999998,0.6992222222222222,68.9795
Yemen,1994,0.628216752,2475.452053,0.399,59.7135
South Africa,1994,8.34790473,10193.1244,0.658,62.6118
Zambia,1994,0.269827526,1755.655971,0.411,45.8543
Zimbabwe,1994,1.544485472,2585.596789,0.486,52.5878
Afghanistan,1995,0.067943421,1339.087122,0.31,52.5442
Angola,1995,0.785137201,3411.90693,0.5035217391304347,45.8491
Albania,1995,0.663842752,4583.051036,0.634,74.3616
Andorra,1995,6.656538763,40270.7679,0.8515,78.9616
United Arab Emirates,1995,28.98952006,101303.2758,0.762,72.6945
Argentina,1995,3.668435637,17091.77126,0.745,73.1333
Armenia,1995,1.067090038,3097.536757,0.627,69.3108
Antigua and Barbuda,1995,3.254696374,14501.13254,0.7925333333333334,73.6363
Australia,1995,17.11895366,32280.32494,0.882,78.2619
Austria,1995,8.011292945,41623.42655,0.849,76.7766
Azerbaijan,1995,4.283920723,2984.995309,0.59,62.3052
Burundi,1995,0.039779237,924.4378387,0.286,44.0593
Belgium,1995,12.36382574,40409.00945,0.865,76.8385
Benin,1995,0.18922852,2209.397795,0.386,55.2947
Burkina Faso,1995,0.061855059,1073.016505,0.3729130434782609,49.4459
Bangladesh,1995,0.182701335,1752.201722,0.436,59.4673
Bulgaria,1995,6.915881359,11353.81814,0.7,71.0024
Bahrain,1995,26.23129092,46012.82465,0.772,73.7988
Bahamas,1995,6.564614682,38786.12237,0.781,70.7628
Bosnia and Herzegovina,1995,0.888471031,2206.329772,0.7297727272727272,70.2839
Belarus,1995,5.706512895,5787.360166,0.679,68.7966
Belize,1995,1.82346603,5653.391991,0.62,69.8874
Bolivia (Plurinational State of),1995,1.285694757,4901.615566,0.598,59.5337
Brazil,1995,1.658302509,11087.6094,0.646,67.9191
Barbados,1995,3.032994304,12653.23493,0.739,73.2983
Brunei Darussalam,1995,16.10560256,72688.87079,0.795,72.8161
Bhutan,1995,0.441921365,2998.696994,0.6306666666666666,59.5164
Botswana,1995,2.07245704,9189.493405,0.583,55.0594
Central African Republic,1995,0.064806793,1242.401463,0.323,47.35
Canada,1995,16.83407081,33083.65555,0.876,78.0194
Switzerland,1995,6.205785102,56748.24492,0.865,78.5648
Chile,1995,2.856031062,12867.24646,0.728,74.6085
China,1995,2.705982217,2361.387591,0.535,70.008
CÃ´te d'Ivoire,1995,0.430676232,2673.78231,0.442,51.6104
Cameroon,1995,0.235566384,2509.839046,0.435,53.2218
Congo (Democratic Republic of the),1995,0.050596213,910.5617749,0.373,50.411
Congo,1995,0.437999555,3170.192248,0.497,53.644
Colombia,1995,1.613758358,9243.606085,0.645,69.9325
Comoros,1995,0.161853116,2757.075455,0.5187272727272728,58.0146
Cabo Verde,1995,0.313008046,3170.182181,0.6371818181818182,64.0928
Costa Rica,1995,1.35404145,11231.14695,0.691,76.5519
Cuba,1995,2.097223687,3554.707498,0.659,74.6231
Cyprus,1995,6.865111886,27215.2925,0.776,75.1329
Czechia,1995,12.70496698,21614.32465,0.77,73.1775
Germany,1995,11.57239239,39440.76337,0.863,76.5619
Djibouti,1995,0.494044937,1968.301198,0.351,56.3016
Dominica,1995,1.133759037,8268.568307,0.7066363636363637,71.5203
Denmark,1995,11.77253672,40527.83666,0.854,75.2856
Dominican Republic,1995,1.93202747,7048.243521,0.613,68.9884
Algeria,1995,3.302806527,7662.601491,0.606,67.4544
Ecuador,1995,1.980427411,8277.378363,0.671,71.0408
Egypt,1995,1.522288771,6520.383927,0.605,66.312
Eritrea,1995,0.373279098,1743.149377,0.4708,54.9137
Spain,1995,6.722182708,28369.9087,0.796,78.2029
Estonia,1995,12.70941729,10714.38942,0.725,68.7257
Ethiopia,1995,0.043927991,671.4044156,0.4077727272727273,48.3016
Finland,1995,11.35767595,33090.51654,0.847,76.6039
Fiji,1995,0.973685398,8818.262502,0.666,66.2856
France,1995,6.677556506,35317.92612,0.828,77.8713
Micronesia (Federated States of),1995,1.056273191,3919.678535,0.6151818181818182,68.5528
Gabon,1995,4.245372581,16747.89198,0.627,60.704
United Kingdom,1995,9.779803386,31384.66716,0.828,76.6164
Georgia,1995,0.460245244,3221.36709,0.7622272727272729,68.8509
Ghana,1995,0.302902476,2526.034238,0.483,56.5652
Guinea,1995,0.160283371,1537.814313,0.303,49.8658
Gambia,1995,0.191551293,2090.242407,0.376,55.464
Guinea-Bissau,1995,0.168250289,1712.790366,0.45623529411764707,48.9516
Equatorial Guinea,1995,0.169640557,3999.707401,0.5762272727272727,51.5915
Greece,1995,8.094465192,24930.50637,0.777,77.8214
Grenada,1995,1.497886088,8183.305168,0.7784500000000001,72.1095
Guatemala,1995,0.6800795,5967.310536,0.508,64.1954
Guyana,1995,2.059921896,3330.745028,0.549,63.1358
"Hong Kong, China (SAR)",1995,5.139042314,34853.65562,0.825,79.1505
Honduras,1995,0.659763665,3812.828005,0.536,67.139
Croatia,1995,3.642463144,15115.84007,0.712,73.1864
Haiti,1995,0.113073751,2846.641271,0.444,55.5471
Hungary,1995,5.931926617,16323.3956,0.735,69.9689
Indonesia,1995,1.150346314,5737.73195,0.569,65.2375
India,1995,0.790645026,2082.000116,0.458,60.5962
Ireland,1995,9.980607908,28236.59674,0.777,75.4783
Iran (Islamic Republic of),1995,4.420088296,9287.944362,0.647,67.7846
Iraq,1995,3.676711364,3144.237702,0.532,66.4641
Iceland,1995,9.21835825,30593.43829,0.833,78.2237
Israel,1995,9.459690437,24786.53022,0.811,77.6352
Italy,1995,7.867610977,38549.865,0.81,78.1161
Jamaica,1995,3.620539201,9437.174772,0.669,71.5487
Jordan,1995,2.878307233,8035.294859,0.651,70.8699
Japan,1995,9.809797429,37026.79769,0.863,79.6702
Kazakhstan,1995,11.26188597,8763.226512,0.655,63.7216
Kenya,1995,0.266699836,3192.649716,0.475,55.617
Kyrgyzstan,1995,0.988065078,2453.120945,0.587,63.927
Cambodia,1995,0.140632563,1170.658159,0.397,56.3076
Kiribati,1995,0.377134182,2217.047675,0.599409090909091,63.0135
Saint Kitts and Nevis,1995,3.047963113,18371.41129,0.7671764705882352,67.1523
Korea (Republic of),1995,8.471508829,18043.99441,0.783,73.9409
Kuwait,1995,33.99312909,75892.07305,0.759,75.5368
Lao People's Democratic Republic,1995,0.13843028,2297.231942,0.434,56.3851
Lebanon,1995,3.473180326,13844.4596,0.7487058823529412,72.0432
Liberia,1995,0.207075892,518.1478929,0.45734782608695645,43.9166
Libya,1995,9.232524746,14004.17195,0.694,71.0895
Saint Lucia,1995,1.871042418,10928.22021,0.694,71.0024
Liechtenstein,1995,6.612694301,90630.95653,0.9139545454545455,77.5759
Sri Lanka,1995,0.318715565,4740.089196,0.666,72.2601
Lesotho,1995,0.899295164,2227.273616,0.472,56.7232
Lithuania,1995,4.161349491,9057.384378,0.701,69.3271
Luxembourg,1995,22.42244866,68122.96733,0.824,76.7049
Latvia,1995,3.641169154,9271.244551,0.696,67.015
Morocco,1995,1.065052743,3696.196496,0.478,64.7358
Monaco,1995,4.567279106874533,9488.932003999998,0.6685235231455086,78.7799
Moldova (Republic of),1995,2.627610902,5647.628664,0.618,65.0985
Madagascar,1995,0.095559315,1506.051087,0.48373913043478267,54.9612
Maldives,1995,0.980369011,9966.142523,0.582,67.476
Mexico,1995,3.617550909,14266.22566,0.674,71.6457
Marshall Islands,1995,1.742790891,4822.140558,0.636,62.774
North Macedonia,1995,5.363211533,8969.877253,0.642,71.6738
Mali,1995,0.062092796,1435.609201,0.27,47.8157
Malta,1995,6.527795466,22786.05675,0.758,77.0909
Myanmar,1995,0.157335958,693.9910173,0.374,58.259
Montenegro,1995,2.139364106,8537.209614,0.8064210526315789,74.1951
Mongolia,1995,3.437480962,4144.403275,0.56,60.6125
Mozambique,1995,0.071625623,453.3346981,0.247,46.04
Mauritania,1995,0.438661324,4532.218331,0.441,60.259
Mauritius,1995,1.61986687,9610.493904,0.651,70.5263
Malawi,1995,0.092100953,1030.532941,0.367,43.6414
Malaysia,1995,5.561103354,13656.655,0.679,72.3838
Namibia,1995,0.994861367,6487.675617,0.582,58.634
Niger,1995,0.059210005,1019.865582,0.238,45.7738
Nigeria,1995,0.309561977,2739.12167,0.49994736842105264,45.487
Nicaragua,1995,0.592216346,3054.837098,0.522,65.6078
Netherlands,1995,11.1392591,40021.52655,0.878,77.5454
Norway,1995,8.82116879,41251.68891,0.871,77.7967
Nepal,1995,0.107012069,1783.66261,0.433,59.3175
Nauru,1995,9.998118178,9488.932003999998,0.6685235231455086,61.3214
New Zealand,1995,7.659670808,25077.90745,0.853,76.7886
Oman,1995,7.131181789,33000.23792,0.7835454545454545,71.9901
Pakistan,1995,0.675525411,3080.786081,0.417,59.8784
Panama,1995,1.333373241,12073.57371,0.69,72.3847
Peru,1995,1.015203818,5912.585584,0.647,67.6445
Philippines,1995,0.859084094,4280.567584,0.612,68.2231
Palau,1995,11.52761594,13414.65806,0.7684545454545456,63.2213
Papua New Guinea,1995,0.396987889,3276.687312,0.423,61.0491
Poland,1995,9.435516151,12273.67485,0.746,71.9193
Korea (Democratic People's Rep. of),1995,3.716928398,9488.932003999998,0.6685235231455086,60.8944
Portugal,1995,5.404979029,24588.11941,0.761,75.5501
Paraguay,1995,0.824205443,8360.485898,0.623,69.0092
"Palestine, State of",1995,0.360988869,4591.310989,0.6952777777777778,69.6619
Qatar,1995,60.95781023,62192.65195,0.775,74.2499
Romania,1995,5.410782976,12071.13964,0.688,69.5602
Russian Federation,1995,10.88287578,13206.55931,0.698,64.101
Rwanda,1995,0.077916626,748.9323199,0.286,39.9692
Saudi Arabia,1995,14.07930141,43542.21361,0.709,71.0109
Sudan,1995,0.161981365,3145.427422,0.371,51.991
Senegal,1995,0.394710618,2331.284584,0.375,56.8385
Singapore,1995,11.49919356,50023.77595,0.779,75.9757
Solomon Islands,1995,0.530309145,2911.143751,0.5357391304347826,66.3807
Sierra Leone,1995,0.053632041,1444.084462,0.314,42.7157
El Salvador,1995,0.888036101,6195.885277,0.578,66.3297
San Marino,1995,4.567279106874533,64188.41043,0.855,79.606
Somalia,1995,0.078634349,1147.321236,0.6685235231455086,50.6005
Serbia,1995,3.882368403,7713.43885,0.674,71.7694
South Sudan,1995,0.069572924,9488.932003999998,0.40408333333333335,30.9483
Sao Tome and Principe,1995,0.361730889,2245.456491,0.488,61.0556
Suriname,1995,4.663563056,10875.4349,0.7250555555555556,65.3371
Slovakia,1995,8.217718637,14874.36928,0.72,72.255
Slovenia,1995,7.705419684,21628.6315,0.76,74.5783
Sweden,1995,6.723808963,35285.56352,0.86,78.8214
Eswatini (Kingdom of),1995,1.146474962,5524.63136,0.518,56.1477
Seychelles,1995,2.581377448,15022.49782,0.7738636363636363,68.5282
Syrian Arab Republic,1995,2.871989333,5636.29335,0.579,70.4163
Chad,1995,0.060107173,935.1205235,0.35804545454545456,46.7106
Togo,1995,0.277950572,1551.64435,0.419,54.0366
Thailand,1995,2.615167798,9824.277761,0.619,70.9475
Tajikistan,1995,0.424177033,1752.612656,0.547,59.3379
Turkmenistan,1995,8.06434939,5905.47537,0.7191176470588235,63.684
Timor-Leste,1995,4.567279106874533,3848.279048,0.5925499999999999,48.0238
Tonga,1995,0.992581479,5328.356731,0.676,68.1699
Trinidad and Tobago,1995,13.12414288,10801.6479,0.678,69.17
Tunisia,1995,1.703695554,6110.871786,0.611,71.9876
TÃ¼rkiye,1995,3.093075087,14057.79503,0.625,69.6094
Tuvalu,1995,1.182189718,3540.836324,0.575,63.098
Tanzania (United Republic of),1995,0.082090085,1267.981138,0.37,50.7858
Uganda,1995,0.045337437,1077.964235,0.342,46.5674
Ukraine,1995,7.658852873,7831.555788,0.684,66.8275
Uruguay,1995,1.413400383,12746.59981,0.717,73.896
United States,1995,20.44586638,42183.13373,0.885,75.8536
Uzbekistan,1995,4.504566841,2528.409015,0.6734545454545454,64.6463
Saint Vincent and the Grenadines,1995,1.187022724,7102.313941,0.7350454545454546,72.0974
Venezuela (Bolivarian Republic of),1995,6.05880676,17364.324,0.679,72.1429
Viet Nam,1995,0.383080008,2263.338912,0.539,71.3837
Vanuatu,1995,0.392202571,2549.196357,0.5947058823529412,67.8853
Samoa,1995,0.667905489,3925.098552,0.659,69.2984
Yemen,1995,0.694151502,2691.795957,0.409,60.4532
South Africa,1995,8.727727389,10276.53337,0.661,62.2616
Zambia,1995,0.235505392,1763.509351,0.413,45.5534
Zimbabwe,1995,1.317042912,2540.4448,0.477,50.531
Afghanistan,1996,0.061787143,1332.30721,0.319,53.2433
Angola,1996,0.723852747,3372.994265,0.5035217391304347,46.0329
Albania,1996,0.643237487,5044.975175,0.645,74.5923
Andorra,1996,7.059353636,41014.57879,0.8515,80.334
United Arab Emirates,1996,28.66139766,101490.2439,0.767,72.7674
Argentina,1996,3.823431596,17782.84547,0.751,73.3066
Armenia,1996,0.819197903,3334.672127,0.632,69.7828
Antigua and Barbuda,1996,3.393897938,15209.58976,0.7925333333333334,73.8291
Australia,1996,17.39113655,33260.0375,0.884,78.3492
Austria,1996,8.400654888,42493.16783,0.853,77.0268
Azerbaijan,1996,3.977097475,2987.724673,0.59,62.6217
Burundi,1996,0.03990356,831.6358509,0.283,44.3734
Belgium,1996,12.68382758,40705.62742,0.871,77.1825
Benin,1996,0.188833458,2234.511198,0.391,55.5578
Burkina Faso,1996,0.067937658,1166.480628,0.3729130434782609,49.6143
Bangladesh,1996,0.182684338,1784.552632,0.441,59.4925
Bulgaria,1996,7.055126828,11912.13146,0.711,70.8738
Bahrain,1996,26.94127528,46524.2326,0.778,74.3554
Bahamas,1996,6.386762355,42678.66489,0.787,70.7101
Bosnia and Herzegovina,1996,1.126201213,3659.219725,0.7297727272727272,73.4305
Belarus,1996,5.811593261,5979.614061,0.686,68.9011
Belize,1996,1.440485997,5530.133994,0.623,69.8058
Bolivia (Plurinational State of),1996,1.296536036,5023.763057,0.609,60.0837
Brazil,1996,1.757504166,11019.85187,0.653,68.409
Barbados,1996,3.079996555,13085.07863,0.744,73.5458
Brunei Darussalam,1996,15.56453572,72937.95042,0.798,73.0996
Bhutan,1996,0.523893511,3170.395202,0.6306666666666666,60.2116
Botswana,1996,1.831092621,9111.306608,0.583,54.3573
Central African Republic,1996,0.064236709,1116.526505,0.319,46.8311
Canada,1996,17.21103774,33501.50766,0.879,78.271
Switzerland,1996,6.265770564,56773.48529,0.87,79.0489
Chile,1996,3.263857707,13623.26803,0.735,74.8988
China,1996,2.798923313,2571.202378,0.545,70.2659
CÃ´te d'Ivoire,1996,0.500186599,2721.200339,0.448,51.5205
Cameroon,1996,0.25724344,2544.393308,0.434,52.8198
Congo (Democratic Republic of the),1996,0.054051661,948.6950212,0.372,49.3072
Congo,1996,0.480793737,3194.827434,0.496,53.4908
Colombia,1996,1.612101524,9230.173967,0.653,70.1885
Comoros,1996,0.164968371,2643.4974,0.5187272727272728,58.3444
Cabo Verde,1996,0.361284646,3291.809786,0.6371818181818182,65.7627
Costa Rica,1996,1.290179778,11160.64884,0.693,76.8042
Cuba,1996,2.132953199,3825.443167,0.67,74.9026
Cyprus,1996,7.124154047,27179.62974,0.781,75.5217
Czechia,1996,13.03870252,22835.26588,0.782,73.8348
Germany,1996,11.79424601,39671.02375,0.868,76.7922
Djibouti,1996,0.455399951,1823.532233,0.35,56.1862
Dominica,1996,1.033043871,8417.721178,0.7066363636363637,71.194
Denmark,1996,14.24429956,41577.80365,0.862,75.6623
Dominican Republic,1996,2.072789042,7397.389439,0.62,69.0969
Algeria,1996,3.307078543,7826.571624,0.617,68.7493
Ecuador,1996,2.052853354,8216.919279,0.674,71.362
Egypt,1996,1.471168294,6716.140759,0.613,66.7418
Eritrea,1996,0.409057467,1747.274289,0.4708,55.7564
Spain,1996,6.386616098,28953.25213,0.802,78.3417
Estonia,1996,13.49651839,11358.34839,0.742,70.1448
Ethiopia,1996,0.047452997,741.3993458,0.4077727272727273,48.9236
Finland,1996,12.46968306,34001.27012,0.854,76.8696
Fiji,1996,1.03830257,9150.872522,0.669,66.4078
France,1996,6.936538952,35786.41186,0.833,78.0613
Micronesia (Federated States of),1996,1.048550143,3767.750751,0.6151818181818182,68.7764
Gabon,1996,4.271691129,16872.74997,0.63,60.6118
United Kingdom,1996,10.12134914,31969.15701,0.834,76.8748
Georgia,1996,0.836415541,3673.312951,0.7622272727272729,68.9738
Ghana,1996,0.313162563,2575.866455,0.487,56.8201
Guinea,1996,0.165438916,1573.195988,0.31,50.544
Gambia,1996,0.188851215,2113.776048,0.382,56.009
Guinea-Bissau,1996,0.16492128,1745.878372,0.45623529411764707,49.0648
Equatorial Guinea,1996,0.248597953,4899.187314,0.5762272727272727,51.7268
Greece,1996,8.228474869,25162.90375,0.782,77.9568
Grenada,1996,1.523648281,8462.4886,0.7784500000000001,72.3312
Guatemala,1996,0.617197446,5974.445322,0.516,64.8632
Guyana,1996,2.172070006,3864.139763,0.559,63.2051
"Hong Kong, China (SAR)",1996,4.673527241,35125.66311,0.831,79.4717
Honduras,1996,0.649706229,3778.44985,0.539,67.4389
Croatia,1996,3.791131062,16210.57816,0.724,73.9103
Haiti,1996,0.129144255,2915.655711,0.45,56.1543
Hungary,1996,6.09968417,16326.4876,0.741,70.5973
Indonesia,1996,1.275967649,6110.92098,0.578,65.355
India,1996,0.840745238,2201.077996,0.466,60.9841
Ireland,1996,10.35144093,30007.58292,0.785,75.83
Iran (Islamic Republic of),1996,4.394722716,9640.168291,0.655,68.0696
Iraq,1996,3.333635983,4567.208649,0.551,66.3907
Iceland,1996,9.33777531,31812.5681,0.838,78.6165
Israel,1996,9.574744817,25737.28297,0.818,78.2791
Italy,1996,7.781083839,39253.99594,0.816,78.4367
Jamaica,1996,3.786234624,9334.610038,0.669,71.4877
Jordan,1996,2.921154973,7946.10734,0.655,71.0643
Japan,1996,9.882268177,38090.07386,0.868,80.3493
Kazakhstan,1996,10.48755537,8916.285685,0.659,63.6327
Kenya,1996,0.32021951,3281.266957,0.477,55.1612
Kyrgyzstan,1996,1.223527358,2603.298478,0.594,64.276
Cambodia,1996,0.138114492,1194.41143,0.4,56.3458
Kiribati,1996,0.371494113,2215.765405,0.599409090909091,63.2909
Saint Kitts and Nevis,1996,3.105356092,18939.01031,0.7671764705882352,67.3127
Korea (Republic of),1996,9.204045759,19287.69497,0.793,74.2757
Kuwait,1996,30.68100024,75893.34076,0.782,75.6184
Lao People's Democratic Republic,1996,0.151456366,2402.74048,0.447,56.8905
Lebanon,1996,3.531980951,14884.52454,0.7487058823529412,72.2931
Liberia,1996,0.201247131,549.8104414,0.45734782608695645,44.4188
Libya,1996,8.838937359,14052.89182,0.699,71.2843
Saint Lucia,1996,1.969442466,11544.87993,0.696,70.9038
Liechtenstein,1996,6.570116116,93346.84613,0.9139545454545455,76.8357
Sri Lanka,1996,0.379511662,4881.180656,0.672,72.2615
Lesotho,1996,0.897848359,2293.475494,0.467,55.2321
Lithuania,1996,4.376933399,9955.970747,0.717,70.2314
Luxembourg,1996,22.22614064,69216.70676,0.832,76.597
Latvia,1996,3.716064663,9574.118103,0.711,68.9333
Morocco,1996,1.078186832,4127.357914,0.49,65.2381
Monaco,1996,4.567279106874533,9488.932003999998,0.6685235231455086,79.4195
Moldova (Republic of),1996,2.707714592,5532.301662,0.617,64.2414
Madagascar,1996,0.096427396,1506.019116,0.48373913043478267,55.522
Maldives,1996,1.116817075,10950.14192,0.593,68.7023
Mexico,1996,3.71204587,15045.65751,0.681,72.0369
Marshall Islands,1996,1.74016979,4338.127309,0.636,63.0339
North Macedonia,1996,5.87325196,9028.909698,0.65,72.2347
Mali,1996,0.065674748,1496.784482,0.277,47.7916
